id,modules_composition
G77_75_76,B957|B561|B1289|B1715|B858|B1732|B904|B1735|B499|B657|B687|B949|B608|B50|B477|B894|B944|B998|B945|B866|B947|B1720|B882|B893|B888|B946|B938|B710|B773|B1725|B510|B1707|B884|B563|B1283|B854|B836|B987|B835|B442|B940|B1312|B911|B855|B519|B860|B1886|B856|B560|B889|B859|B1722|B857|B522|B527|B1001|B605|B491|B1282|B1704|B467|B1719|B1279|B647|B444|B606|B1315|B398|B645|B913|B557|B1874|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B1721|B1288|B865|B686|B1731|B1697|B964|B436|B630|B762|B433|B781|B910|B400|B919
NP001244125.1_7955_78,B561|B1955|B858|B499|B657|B1958|B50|B477|B866|B1720|B710|B773|B1725|B510|B563|B854|B836|B835|B442|B855|B519|B860|B856|B560|B859|B857|B522|B527|B491|B467|B1719|B444|B398|B557|B509|B12|B658|B820|B480|B21|B479|B456|B476|B431|B865|B964|B436|B630|B762|B433|B781|B400
G88_86_87,B561|B1796|B1715|B858|B1732|B904|B499|B657|B687|B949|B608|B2029|B50|B477|B894|B944|B1738|B945|B866|B947|B882|B893|B888|B946|B1855|B938|B773|B510|B884|B563|B871|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B856|B560|B1766|B2027|B889|B859|B857|B522|B527|B605|B491|B1282|B467|B937|B1279|B647|B444|B606|B398|B645|B913|B557|B509|B12|B658|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B865|B686|B1731|B2023|B436|B630|B762|B433|B781|B910|B400|B919
XP017210006.1_7955_89,B561|B858|B904|B499|B657|B687|B1958|B50|B477|B866|B882|B710|B773|B510|B1707|B884|B563|B871|B854|B442|B855|B519|B860|B856|B560|B889|B859|B857|B522|B527|B491|B1704|B467|B647|B444|B645|B557|B509|B658|B1705|B480|B479|B456|B476|B431|B865|B686|B436|B630|B762|B433|B781
G103_101_102,B1864|B561|B598|B450|B411|B499|B657|B388|B383|B608|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B611|B585|B412|B634|B436|B403|B630|B433|B1861|B407|B547|B400|B919
XP025000716.1_9031_104,B561|B598|B1289|B450|B411|B499|B657|B388|B383|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B560|B636|B522|B527|B491|B569|B650|B467|B647|B444|B649|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B392|B611|B1697|B585|B412|B634|B436|B403|B630|B433|B407|B547|B400
G114_112_113,B561|B1289|B450|B499|B657|B388|B687|B608|B50|B477|B703|B594|B402|B592|B710|B510|B671|B563|B389|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B605|B491|B569|B676|B467|B444|B683|B606|B1865|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B681|B431|B673|B1288|B686|B702|B680|B1697|B585|B695|B436|B630|B692|B433|B674|B547|B400
NP001376576.1_9031_115,B561|B450|B499|B657|B388|B50|B477|B594|B402|B592|B510|B563|B389|B1283|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B491|B1282|B569|B650|B467|B1279|B647|B444|B649|B645|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B583|B681|B431|B680|B585|B695|B436|B403|B630|B433|B547|B400
G126_124_125,B561|B2223|B2247|B2271|B2233|B1735|B2265|B2243|B657|B2258|B2220|B2428|B2253|B687|B2266|B2235|B2222|B2263|B882|B2433|B594|B2239|B973|B2230|B2214|B592|B2268|B710|B1068|B2257|B510|B884|B563|B2425|B2241|B2224|B519|B2260|B2040|B2259|B560|B2240|B522|B2255|B527|B2251|B2228|B2219|B2242|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2234|B2272|B686|B2254|B2244|B2232|B2424|B2252|B2221|B547|B2432
NP001192272.1_10090_127,B561|B2223|B2247|B2271|B2233|B1735|B2265|B2243|B657|B2258|B2220|B2253|B687|B2266|B2235|B2222|B2263|B594|B2239|B2230|B2214|B592|B2268|B710|B1068|B2257|B510|B563|B2241|B2224|B519|B2260|B2259|B560|B2240|B522|B2255|B527|B2251|B2228|B2219|B2242|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2234|B2272|B686|B2254|B2244|B2232|B630|B2252|B2221|B547
G141_139_140,B561|B1289|B1298|B2026|B1331|B499|B1248|B657|B1262|B1272|B687|B1250|B1333|B50|B477|B1249|B1993|B882|B1810|B594|B1318|B1304|B592|B510|B1271|B1305|B884|B1320|B563|B1293|B1283|B1332|B442|B1312|B911|B1296|B519|B1287|B1269|B1251|B1264|B560|B1317|B1306|B522|B1290|B527|B605|B491|B1282|B1286|B1811|B467|B1299|B1253|B1279|B1300|B444|B606|B1315|B1260|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B1808|B1291|B686|B1328|B1316|B1325|B1336|B585|B1245|B1297|B1247|B436|B630|B692|B762|B433|B910|B547|B1330
NP001179538.1_9913_142,B561|B1456|B1298|B1331|B499|B1248|B657|B1262|B1272|B687|B1250|B1333|B50|B1460|B477|B1249|B882|B1810|B594|B1304|B592|B510|B1271|B1305|B884|B1320|B563|B1293|B1332|B442|B911|B1296|B519|B1269|B1251|B1264|B560|B1799|B1306|B522|B527|B605|B491|B1811|B467|B1299|B1253|B1300|B647|B444|B606|B645|B1260|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1808|B1291|B686|B1328|B1325|B1336|B585|B1245|B1297|B1247|B436|B630|B692|B762|B433|B910|B547|B1330
G152_150_151,B1818|B1923|B561|B1289|B1431|B1921|B1331|B499|B1449|B657|B1272|B1434|B1333|B1447|B1450|B50|B477|B882|B594|B1304|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1293|B1283|B1454|B1765|B1332|B442|B1444|B1312|B911|B519|B1436|B1287|B1269|B1426|B1470|B560|B1317|B1766|B1306|B522|B1290|B527|B491|B1282|B1286|B467|B1279|B444|B1924|B1453|B1315|B1455|B1307|B1432|B509|B658|B1443|B480|B21|B479|B1919|B456|B1452|B1433|B476|B1918|B583|B1995|B431|B1288|B1328|B1316|B1820|B1451|B585|B1464|B436|B630|B762|B433|B1435|B910|B547|B1430|B919|B1917
NP001313280.1_10090_153,B561|B1289|B1431|B1456|B1331|B499|B1449|B657|B1272|B1434|B1333|B1447|B1450|B50|B1460|B477|B882|B594|B1304|B592|B510|B1271|B1305|B884|B563|B1429|B1293|B1283|B1454|B1332|B442|B1444|B911|B519|B1436|B1287|B1269|B1426|B1470|B560|B1306|B522|B1290|B527|B491|B1282|B1286|B467|B1279|B647|B444|B1453|B645|B1455|B1432|B509|B658|B1443|B480|B21|B479|B456|B1452|B1433|B476|B583|B431|B1288|B1328|B1451|B585|B1464|B436|B630|B762|B433|B1435|B910|B547|B1430
NP001035516.2_10090_213,B561|B2130|B1732|B2163|B2155|B2134|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2145|B519|B2174|B560|B522|B527|B2160|B2165|B2156|B2180|B2158|B2151|B2132|B1315|B2139|B2140|B2143|B557|B509|B2124|B2159|B2142|B2175|B583|B2147|B585|B630|B2172|B547
NP001381461.1_9606_214,B561|B2130|B1732|B2163|B2155|B2134|B657|B2173|B1188|B2168|B2153|B594|B592|B710|B1068|B510|B563|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2158|B2203|B2151|B647|B2132|B2139|B645|B2140|B2143|B557|B509|B658|B2124|B2159|B2210|B2142|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
G10_8_9,B561|B904|B499|B687|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1831|B1283|B1561|B442|B519|B560|B522|B527|B491|B1282|B1665|B1672|B796|B467|B1279|B799|B444|B606|B398|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B686|B792|B436|B630|B762|B433|B781|B400
G19_17_18,B561|B1691|B1689|B1677|B499|B1687|B50|B1842|B477|B773|B510|B563|B442|B519|B1683|B560|B522|B527|B491|B467|B444|B557|B509|B480|B479|B456|B476|B431|B436|B762|B433|B781
G29_27_28,B499|B1671|B50|B477|B882|B1556|B710|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B799|B444|B398|B1558|B800|B557|B1563|B509|B12|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781|B400
G36_32_35,B561|B499|B1671|B50|B477|B882|B1556|B773|B510|B884|B563|B1831|B1561|B2000|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B799|B444|B1558|B800|B557|B1563|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781
G45_43_44,B561|B1741|B793|B499|B657|B50|B714|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B817|B560|B522|B527|B491|B1282|B796|B467|B1868|B1279|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B740|B792|B716|B810|B803|B436|B630|B762|B433|B781|B400
XP012822382.1_8364_46,B561|B793|B499|B687|B50|B714|B477|B773|B510|B563|B442|B519|B817|B560|B522|B527|B491|B796|B467|B1868|B799|B444|B398|B800|B557|B509|B12|B480|B21|B479|B456|B476|B431|B740|B686|B792|B716|B436|B630|B762|B433|B781|B400
G50_48_49,B561|B1960|B793|B499|B657|B50|B477|B1961|B1962|B773|B510|B563|B442|B519|B817|B1959|B560|B522|B527|B491|B1964|B796|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B810|B436|B630|B762|B433|B781|B400
NP001119901.1_7955_51,B561|B1741|B793|B499|B657|B50|B477|B710|B773|B510|B563|B442|B519|B817|B560|B522|B527|B491|B796|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B803|B436|B762|B433|B781|B400
G59_57_58,B561|B1583|B1602|B1605|B499|B657|B1593|B1594|B608|B2029|B50|B477|B1595|B1610|B1945|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B1575|B560|B1580|B522|B527|B605|B491|B467|B444|B1577|B606|B1598|B557|B509|B12|B658|B480|B479|B456|B476|B431|B1608|B436|B762|B1944|B433|B1591|B781|B1592
XP425541.6_9031_60,B561|B1602|B1605|B499|B657|B1594|B50|B477|B1588|B773|B510|B1601|B1607|B563|B442|B1617|B1603|B519|B560|B1580|B522|B527|B491|B467|B444|B557|B509|B12|B658|B480|B479|B456|B476|B431|B1608|B436|B762|B433|B781
G75_73_74,B974|B957|B561|B1289|B1715|B858|B1732|B904|B1735|B499|B657|B687|B949|B1734|B608|B50|B477|B894|B944|B998|B945|B1714|B866|B947|B1720|B882|B893|B976|B973|B963|B888|B946|B938|B710|B773|B1725|B510|B983|B917|B1707|B884|B563|B1283|B854|B836|B987|B835|B993|B442|B940|B855|B519|B860|B1886|B856|B560|B889|B859|B1722|B857|B522|B527|B1001|B605|B491|B1282|B1704|B467|B1719|B978|B1279|B647|B444|B1702|B606|B398|B645|B557|B1874|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B1721|B1288|B865|B686|B1731|B1697|B873|B964|B436|B630|B1708|B762|B433|B781|B400|B919
NP001361725.1_8364_76,B957|B561|B858|B904|B499|B657|B949|B50|B477|B894|B944|B998|B945|B866|B947|B882|B893|B888|B946|B938|B710|B773|B1725|B510|B884|B563|B854|B836|B987|B835|B442|B940|B1312|B911|B855|B519|B860|B856|B560|B889|B859|B1722|B857|B522|B527|B1001|B491|B467|B444|B1315|B398|B913|B557|B509|B12|B658|B820|B951|B480|B21|B479|B456|B476|B939|B431|B1721|B865|B964|B436|B630|B762|B433|B781|B910|B400
G86_84_85,B561|B1796|B858|B1732|B904|B1735|B499|B657|B687|B949|B1734|B608|B50|B477|B894|B944|B1738|B945|B1714|B866|B947|B882|B893|B976|B888|B946|B938|B773|B510|B983|B917|B884|B563|B871|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B856|B560|B1766|B889|B859|B857|B522|B527|B605|B491|B1282|B467|B937|B978|B1279|B647|B444|B606|B398|B936|B645|B913|B557|B509|B12|B658|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B865|B686|B1731|B873|B2023|B436|B630|B1708|B762|B433|B781|B910|B400|B919|B818
XP002932868.3_8364_87,B561|B1715|B858|B499|B657|B949|B2029|B50|B477|B944|B945|B866|B947|B946|B1855|B938|B773|B510|B563|B1283|B854|B836|B987|B835|B442|B940|B855|B519|B860|B856|B560|B2027|B859|B857|B522|B527|B491|B1282|B467|B1279|B647|B444|B398|B645|B557|B509|B12|B658|B820|B951|B480|B21|B479|B456|B476|B939|B431|B865|B436|B630|B762|B433|B781|B400
G101_99_100,B1864|B561|B598|B450|B411|B499|B657|B388|B383|B608|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B611|B585|B412|B634|B436|B403|B630|B433|B1861|B407|B547|B400|B919
NP001179945.1_9913_102,B1864|B561|B598|B450|B411|B499|B657|B388|B383|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B491|B569|B650|B467|B647|B444|B649|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B585|B412|B634|B436|B403|B630|B433|B1861|B407|B547|B400|B919
G112_110_111,B561|B1289|B450|B499|B657|B388|B50|B477|B703|B594|B402|B592|B710|B510|B671|B563|B389|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B491|B569|B676|B467|B444|B683|B1865|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B681|B431|B673|B1288|B702|B680|B1697|B585|B695|B436|B630|B433|B674|B547|B400
NP766207.2_10090_113,B561|B450|B499|B657|B388|B687|B608|B50|B477|B703|B594|B402|B592|B710|B510|B671|B563|B389|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B605|B491|B569|B676|B467|B444|B683|B606|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B681|B431|B673|B686|B702|B680|B585|B695|B436|B692|B433|B674|B547|B400
NP001352835.1_9606_124,B561|B2223|B2247|B2271|B2233|B1735|B2265|B2243|B657|B2258|B2220|B2253|B687|B2266|B2235|B2222|B2263|B882|B2433|B594|B2239|B2230|B2214|B592|B2268|B710|B1068|B2257|B510|B884|B563|B2425|B2241|B2224|B519|B2260|B2259|B560|B2240|B522|B527|B2251|B2228|B2219|B2242|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2234|B2272|B686|B2254|B2244|B2232|B2424|B2252|B2221|B547|B2432
XP024853897.1_9913_125,B561|B2247|B2271|B2265|B2243|B657|B2258|B2220|B2428|B2253|B687|B2266|B2263|B882|B2433|B594|B2239|B973|B2230|B2214|B592|B2268|B1068|B2257|B510|B884|B563|B2425|B2241|B519|B2260|B2040|B2259|B560|B2240|B522|B2255|B527|B2251|B2228|B2219|B2242|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2272|B686|B2254|B2244|B2424|B2252|B547|B2432
NP780710.2_10090_139,B561|B1289|B1298|B1331|B499|B1248|B657|B1262|B1272|B1250|B1333|B50|B477|B1249|B882|B594|B1318|B1304|B592|B510|B1271|B1305|B884|B1320|B563|B1293|B1283|B1332|B442|B1312|B911|B1296|B519|B1287|B1269|B1251|B1264|B560|B1317|B1306|B522|B1290|B527|B491|B1282|B1286|B467|B1299|B1253|B1279|B1300|B444|B1315|B1260|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B1291|B1328|B1316|B1325|B1336|B585|B1245|B1297|B1247|B436|B630|B762|B433|B910|B547|B1330
XP016865394.1_9606_140,B561|B2026|B1331|B499|B1248|B657|B1262|B1272|B687|B1250|B1333|B50|B477|B1249|B1993|B882|B1810|B594|B1318|B592|B510|B1271|B1305|B884|B1320|B563|B1283|B1332|B442|B1312|B519|B1269|B1251|B1264|B560|B1317|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1253|B1279|B444|B606|B1315|B1260|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1808|B686|B1328|B1316|B1325|B1336|B585|B1245|B1247|B436|B630|B692|B762|B433|B547|B1330
XP005254194.1_9606_150,B1818|B561|B1289|B1431|B499|B1449|B657|B1272|B1434|B1447|B1450|B50|B477|B882|B594|B1304|B592|B510|B1271|B1305|B884|B563|B1429|B1293|B1283|B1454|B442|B1444|B1312|B911|B519|B1436|B1287|B1269|B1426|B560|B1317|B1306|B522|B1290|B527|B491|B1282|B1286|B467|B1279|B444|B1453|B1315|B1455|B1307|B1432|B509|B658|B1443|B480|B21|B479|B1919|B456|B1452|B1433|B476|B1918|B583|B1995|B431|B1288|B1328|B1316|B1451|B585|B1464|B436|B630|B762|B433|B1435|B910|B547|B1430|B1917
XP024837785.1_9913_151,B1923|B561|B1431|B1921|B1331|B499|B657|B1272|B1434|B1333|B50|B477|B882|B594|B592|B710|B510|B1271|B884|B563|B1429|B1765|B1332|B442|B519|B1436|B1269|B1426|B1470|B560|B1766|B522|B527|B491|B467|B444|B1924|B1432|B509|B658|B480|B21|B479|B1919|B456|B1433|B476|B1918|B583|B431|B1328|B1820|B585|B436|B630|B762|B433|B1435|B547|B1430|B919|B1917
G8_6_7,B561|B904|B499|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B606|B398|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
XP021331598.1_7955_9,B561|B499|B687|B50|B477|B882|B773|B1547|B510|B884|B563|B1283|B1561|B442|B519|B560|B522|B527|B491|B1282|B1665|B1672|B796|B467|B1279|B799|B444|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B686|B792|B436|B630|B762|B433|B781|B400
G17_15_16,B561|B1691|B1689|B1677|B499|B1687|B50|B1842|B477|B773|B510|B563|B442|B519|B1683|B560|B522|B527|B491|B467|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B436|B762|B433|B781
XP004919795.1_8364_18,B561|B1691|B1689|B1677|B499|B1687|B50|B1842|B477|B773|B510|B563|B442|B519|B1683|B560|B522|B527|B491|B467|B444|B557|B509|B480|B479|B456|B476|B431|B436|B762|B433|B781
G27_25_26,B561|B499|B50|B477|B1556|B710|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B557|B1563|B509|B12|B480|B21|B479|B456|B476|B1566|B431|B792|B436|B630|B433|B781|B400
XP002940685.2_8364_28,B561|B499|B1671|B50|B477|B882|B1556|B773|B510|B884|B563|B1561|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B799|B444|B398|B1558|B800|B557|B1563|B509|B480|B479|B456|B476|B431|B792|B436|B630|B433|B781|B400
G32_30_31,B561|B499|B657|B50|B477|B2002|B1556|B773|B510|B563|B2003|B2007|B1831|B1561|B2000|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B2001|B799|B444|B1999|B1558|B800|B557|B1563|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781
G35_33_34,B561|B2009|B499|B1671|B50|B477|B2016|B882|B1556|B773|B510|B884|B563|B1561|B2000|B442|B519|B560|B2010|B522|B527|B491|B2013|B796|B2005|B467|B799|B444|B1558|B800|B557|B1563|B509|B12|B480|B21|B479|B456|B476|B431|B2012|B792|B2008|B436|B630|B433|B781
G43_41_42,B561|B793|B499|B657|B50|B714|B477|B738|B882|B773|B510|B884|B563|B1283|B442|B519|B713|B817|B560|B522|B527|B491|B1282|B741|B796|B805|B467|B1868|B1279|B799|B444|B398|B1866|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B740|B792|B716|B810|B803|B436|B630|B762|B433|B781|B400
XP417874.2_9031_44,B561|B1741|B793|B499|B50|B714|B477|B710|B773|B510|B563|B442|B519|B817|B560|B522|B527|B491|B796|B467|B799|B444|B398|B800|B557|B509|B12|B480|B21|B479|B456|B476|B431|B740|B792|B803|B436|B630|B762|B433|B781|B400
XP021328606.1_7955_48,B561|B1960|B793|B499|B657|B50|B477|B1961|B1962|B773|B510|B563|B442|B519|B817|B1959|B560|B522|B527|B491|B1964|B796|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B810|B436|B630|B762|B433|B781|B400
XP001341935.2_7955_49,B561|B1960|B793|B499|B657|B50|B477|B1961|B1962|B773|B510|B563|B442|B519|B817|B1959|B560|B522|B527|B491|B1964|B796|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B810|B436|B630|B762|B433|B781|B400
G57_55_56,B561|B1583|B1602|B1605|B499|B1593|B1594|B608|B2029|B50|B477|B1595|B1610|B1945|B1588|B773|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B1575|B560|B1580|B522|B527|B605|B491|B467|B1597|B444|B1577|B606|B1598|B557|B509|B12|B480|B479|B456|B476|B431|B1608|B436|B762|B1944|B433|B1591|B781|B1592
NP001159987.1_9913_58,B561|B1583|B1602|B1605|B499|B657|B1593|B1594|B50|B477|B1595|B1610|B1945|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B1575|B560|B1580|B522|B527|B491|B467|B444|B1577|B1598|B557|B509|B12|B658|B480|B479|B456|B476|B431|B1608|B436|B762|B1944|B433|B1591|B781|B1592
G73_71_72,B974|B957|B561|B1289|B858|B1732|B904|B1735|B499|B955|B657|B1885|B687|B949|B1889|B1734|B608|B50|B477|B894|B944|B998|B1877|B945|B866|B947|B882|B893|B976|B973|B963|B946|B938|B710|B773|B510|B983|B1872|B884|B563|B1887|B1283|B854|B836|B1882|B987|B835|B993|B442|B940|B855|B519|B860|B1886|B856|B560|B859|B857|B527|B1001|B605|B491|B1282|B467|B990|B978|B1279|B647|B444|B1702|B606|B398|B1888|B645|B966|B557|B1874|B509|B12|B658|B820|B951|B480|B969|B21|B479|B456|B1883|B476|B1728|B1884|B939|B992|B431|B1875|B1288|B865|B1880|B686|B1731|B1873|B1697|B873|B964|B436|B630|B762|B433|B781|B400|B919
XP004944721.3_9031_74,B957|B561|B1715|B858|B904|B499|B657|B687|B949|B50|B477|B944|B998|B945|B1714|B866|B947|B1720|B882|B963|B888|B946|B938|B710|B773|B1725|B510|B917|B1707|B884|B563|B854|B836|B835|B442|B940|B855|B519|B860|B856|B560|B889|B859|B1722|B857|B522|B527|B1001|B491|B1704|B467|B1719|B444|B1702|B398|B557|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B939|B1709|B431|B1721|B865|B686|B873|B964|B436|B630|B1708|B762|B433|B781|B400|B919
G84_82_83,B927|B561|B1796|B858|B1732|B904|B499|B657|B828|B687|B949|B608|B50|B477|B894|B944|B945|B1714|B866|B947|B882|B893|B976|B888|B946|B938|B773|B510|B917|B884|B563|B871|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B839|B897|B929|B856|B560|B1766|B889|B859|B915|B857|B522|B527|B605|B491|B908|B1282|B840|B467|B937|B978|B1279|B647|B444|B606|B398|B936|B645|B913|B557|B509|B914|B12|B658|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B865|B686|B1731|B916|B838|B873|B2023|B436|B630|B1708|B922|B762|B928|B433|B781|B910|B400|B919|B818
XP015137930.2_9031_85,B561|B858|B1732|B904|B1735|B499|B687|B949|B1734|B608|B50|B477|B944|B1738|B945|B866|B947|B882|B976|B946|B938|B773|B510|B983|B884|B563|B871|B1283|B854|B836|B835|B442|B940|B855|B519|B860|B856|B560|B859|B857|B522|B527|B605|B491|B1282|B467|B937|B978|B1279|B444|B606|B398|B936|B557|B509|B12|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B431|B865|B686|B1731|B873|B436|B630|B762|B433|B781|B400|B818
NP001074489.1_10090_99,B561|B598|B450|B411|B499|B657|B388|B383|B608|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B611|B585|B412|B634|B436|B403|B630|B433|B407|B547|B400
NP922932.2_9606_100,B1864|B561|B598|B450|B411|B499|B657|B388|B383|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B491|B569|B650|B467|B647|B444|B649|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B585|B412|B634|B436|B403|B630|B433|B1861|B407|B547|B400|B919
NP112219.3_9606_110,B561|B1289|B450|B499|B657|B388|B50|B477|B703|B594|B402|B592|B710|B510|B671|B563|B389|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B491|B569|B676|B467|B444|B683|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B681|B431|B673|B1288|B702|B680|B1697|B585|B695|B436|B630|B433|B674|B547|B400
XP024849927.1_9913_111,B561|B450|B499|B388|B50|B477|B594|B402|B592|B710|B510|B671|B563|B389|B495|B662|B442|B471|B519|B560|B679|B522|B527|B491|B569|B676|B467|B444|B683|B1865|B497|B409|B557|B509|B480|B21|B479|B456|B476|B685|B681|B431|B673|B680|B585|B436|B433|B674|B547|B400
G6_4_5,B904|B499|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B606|B398|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
NP001120905.1_8364_7,B561|B499|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1561|B442|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
G15_13_14,B561|B1691|B1689|B1693|B1677|B499|B1675|B1687|B50|B477|B1678|B773|B510|B563|B1497|B442|B519|B1674|B1683|B560|B522|B527|B491|B467|B1496|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B436|B1692|B762|B433|B1676|B781
XP015135540.3_9031_16,B561|B1691|B1689|B499|B1687|B50|B1842|B477|B773|B510|B563|B442|B519|B560|B522|B527|B491|B467|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B762|B433|B781
G25_23_24,B561|B499|B50|B477|B1554|B1556|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B1550|B557|B1563|B509|B1543|B1546|B12|B480|B21|B479|B456|B476|B1566|B1943|B431|B792|B1542|B436|B630|B433|B781|B400
XP015153616.2_9031_26,B561|B499|B50|B477|B1556|B710|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B557|B1563|B509|B12|B480|B479|B456|B476|B1566|B431|B792|B436|B630|B433|B781|B400
