gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
G91_79_90,XP015137930.2_9031_85,Q07954_LRP1,,B858|B949|B946|B1283|B854|B836|B835|B860|B856|B398|B820|B1728|B939|B865|B400,
G91_79_90,XP002932868.3_8364_87,Q07954_LRP1,,B1715|B858|B949|B946|B1283|B854|B836|B987|B835|B860|B856|B398|B820|B939|B865|B400,
G91_79_90,XP017210006.1_7955_89,Q07954_LRP1,,B858|B1958|B1707|B854|B860|B856|B889|B1704|B1705|B865,
XP026694849.1_7719_92,XP026694849.1_7719_92,,P16112_ACAN,,
G93_91_92,NP780523.3_10090_69,,,B894|B866|B893|B938|B940|B859|B857|B21,
G93_91_92,NP891550.1_9606_70,,,B866|B938|B940|B859|B857|B1282|B1279|B21|B1731,
G93_91_92,NP001193502.1_9913_72,,,B866|B938|B940|B859|B857|B1282|B1279|B21|B1731,
G93_91_92,XP004944721.3_9031_74,,,B866|B938|B940|B859|B857|B21|B1709,
G93_91_92,NP001361725.1_8364_76,,,B894|B866|B893|B938|B940|B859|B857|B21,
G93_91_92,NP001244125.1_7955_78,,,B1955|B866|B859|B857|B21,
G93_91_92,XP011537056.1_9606_80,,,B894|B866|B893|B938|B940|B859|B857|B937|B21|B1709,
G93_91_92,NP001193022.1_9913_81,,,B866|B938|B940|B859|B857|B1282|B937|B1279|B21|B1731,
G93_91_92,XP006520926.1_10090_83,,,B894|B866|B893|B938|B940|B859|B857|B937|B21,
G93_91_92,XP015137930.2_9031_85,,,B866|B938|B940|B859|B857|B1282|B937|B1279|B21|B1731,
G93_91_92,XP002932868.3_8364_87,,,B866|B1855|B938|B940|B859|B857|B1282|B1279|B21,
G93_91_92,XP017210006.1_7955_89,,,B866|B859|B857,
G93_91_92,XP026694849.1_7719_92,,,B866|B1855|B938|B1852|B940|B859|B857|B937|B21|B1851|B1709|B1731,
NP001255448.1_6239_94,NP001255448.1_6239_94,,P16112_ACAN,,
G95_93_94,NP780523.3_10090_69,,,B944|B945|B947|B855|B951,
G95_93_94,NP891550.1_9606_70,,,B1732|B944|B945|B947|B855|B951,B1283|B1282|B1279
G95_93_94,NP001193502.1_9913_72,,,B1732|B944|B945|B947|B855|B951,B1283|B1282|B1279
G95_93_94,XP004944721.3_9031_74,,,B944|B945|B947|B855|B1719|B951,
G95_93_94,NP001361725.1_8364_76,,,B944|B945|B947|B855|B951,
G95_93_94,NP001244125.1_7955_78,,,B855|B1719,
G95_93_94,XP011537056.1_9606_80,,,B944|B945|B947|B855|B951|B2023,
G95_93_94,NP001193022.1_9913_81,,,B1732|B944|B945|B947|B855|B951,B1283|B1282|B1279
G95_93_94,XP006520926.1_10090_83,,,B944|B945|B947|B855|B951,
G95_93_94,XP015137930.2_9031_85,,,B1732|B944|B945|B947|B855|B951,B1283|B1282|B1279
G95_93_94,XP002932868.3_8364_87,,,B944|B945|B947|B855|B951,B1283|B1282|B1279
G95_93_94,XP017210006.1_7955_89,,,B855,
G95_93_94,XP026694849.1_7719_92,,,B1732|B944|B947|B951,
G95_93_94,NP001255448.1_6239_94,,,B944|B945|B947|B855|B1719|B951|B2023,
G96_68_95,NP008919.3_9606_0,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001094550.1_9913_1,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP033751.3_10090_3,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP015154663.2_9031_5,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001120905.1_8364_7,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP021331598.1_7955_9,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP005090.3_9606_11,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP858053.1_9913_12,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP766433.2_10090_14,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP015135540.3_9031_16,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP004919795.1_8364_18,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP038934.2_10090_21,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP008968.4_9606_22,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001179254.1_9913_24,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP015153616.2_9031_26,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP002940685.2_8364_28,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP021328605.1_7955_30,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP001341878.1_7955_31,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP698107.4_7955_33,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP021332165.1_7955_34,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001019310.1_10090_39,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP620686.1_9606_40,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001179319.1_9913_42,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP417874.2_9031_44,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP012822382.1_8364_46,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP021328606.1_7955_48,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP001341935.2_7955_49,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001119901.1_7955_51,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP035912.2_10090_55,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP008969.2_9606_56,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001159987.1_9913_58,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP425541.6_9031_60,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP002935740.1_8364_62,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001289160.1_7955_64,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP002121984.1_7719_67,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP780523.3_10090_69,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP891550.1_9606_70,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001193502.1_9913_72,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP004944721.3_9031_74,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001361725.1_8364_76,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001244125.1_7955_78,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP011537056.1_9606_80,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001193022.1_9913_81,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP006520926.1_10090_83,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP015137930.2_9031_85,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP002932868.3_8364_87,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP017210006.1_7955_89,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,XP026694849.1_7719_92,P13611_VCAN|P16112_ACAN,,B773|B781,
G96_68_95,NP001255448.1_6239_94,P13611_VCAN|P16112_ACAN,,B773|B781,
NP996218.1_7227_97,NP996218.1_7227_97,,,,
G98_96_97,NP008919.3_9606_0,,,B431,
G98_96_97,NP001094550.1_9913_1,,,B431,
G98_96_97,NP033751.3_10090_3,,,B431,
G98_96_97,XP015154663.2_9031_5,,,B431,
G98_96_97,NP001120905.1_8364_7,,,B431,
G98_96_97,XP021331598.1_7955_9,,,B431,
G98_96_97,NP005090.3_9606_11,,,B431,
G98_96_97,NP858053.1_9913_12,,,B431,
G98_96_97,NP766433.2_10090_14,,,B431,
G98_96_97,XP015135540.3_9031_16,,,B431,
G98_96_97,XP004919795.1_8364_18,,,B431,
G98_96_97,NP038934.2_10090_21,,,B431,
G98_96_97,NP008968.4_9606_22,,,B431,
G98_96_97,NP001179254.1_9913_24,,,B431,
G98_96_97,XP015153616.2_9031_26,,,B431,
G98_96_97,XP002940685.2_8364_28,,,B431,
G98_96_97,XP021328605.1_7955_30,,,B431,
G98_96_97,XP001341878.1_7955_31,,,B431,
G98_96_97,XP698107.4_7955_33,,,B431,
G98_96_97,XP021332165.1_7955_34,,,B431,
G98_96_97,NP001019310.1_10090_39,,,B431,
G98_96_97,NP620686.1_9606_40,,,B431,
G98_96_97,NP001179319.1_9913_42,,,B431,
G98_96_97,XP417874.2_9031_44,,,B431,
G98_96_97,XP012822382.1_8364_46,,,B431,
G98_96_97,XP021328606.1_7955_48,,,B431,
G98_96_97,XP001341935.2_7955_49,,,B431,
G98_96_97,NP001119901.1_7955_51,,,B431,
G98_96_97,NP035912.2_10090_55,,,B431,
G98_96_97,NP008969.2_9606_56,,,B431,
G98_96_97,NP001159987.1_9913_58,,,B431,
G98_96_97,XP425541.6_9031_60,,,B431,
G98_96_97,XP002935740.1_8364_62,,,B431,
G98_96_97,NP001289160.1_7955_64,,,B431,
G98_96_97,XP002121984.1_7719_67,,,B431,
G98_96_97,NP780523.3_10090_69,,,B431,
G98_96_97,NP891550.1_9606_70,,,B431,
G98_96_97,NP001193502.1_9913_72,,,B431,
G98_96_97,XP004944721.3_9031_74,,,B431,
G98_96_97,NP001361725.1_8364_76,,,B431,
G98_96_97,NP001244125.1_7955_78,,,B431,
G98_96_97,XP011537056.1_9606_80,,,B431,
G98_96_97,NP001193022.1_9913_81,,,B431,
G98_96_97,XP006520926.1_10090_83,,,B431,
G98_96_97,XP015137930.2_9031_85,,,B431,
G98_96_97,XP002932868.3_8364_87,,,B431,
G98_96_97,XP017210006.1_7955_89,,,B431,
G98_96_97,XP026694849.1_7719_92,,,B431,
G98_96_97,NP001255448.1_6239_94,,,B2018|B431,
G98_96_97,NP996218.1_7227_97,,,B2018|B431,
NP001074489.1_10090_99,NP001074489.1_10090_99,,P30040_ERP29|P31431_SDC4|P51957_NEK4|Q13424_SNTA1|Q14766_LTBP1|Q99496_RNF2,,
NP922932.2_9606_100,NP922932.2_9606_100,,,,
G101_99_100,NP001074489.1_10090_99,,,,
G101_99_100,NP922932.2_9606_100,,,,
NP001179945.1_9913_102,NP001179945.1_9913_102,,P30040_ERP29|P31431_SDC4|P51957_NEK4|Q13424_SNTA1|Q14766_LTBP1|Q99496_RNF2,,
G103_101_102,NP001074489.1_10090_99,P30040_ERP29|P31431_SDC4|P51957_NEK4|Q13424_SNTA1|Q14766_LTBP1|Q99496_RNF2,,,
G103_101_102,NP922932.2_9606_100,P30040_ERP29|P31431_SDC4|P51957_NEK4|Q13424_SNTA1|Q14766_LTBP1|Q99496_RNF2,,B1864|B919,
G103_101_102,NP001179945.1_9913_102,P30040_ERP29|P31431_SDC4|P51957_NEK4|Q13424_SNTA1|Q14766_LTBP1|Q99496_RNF2,,B1864|B919,
XP025000716.1_9031_104,XP025000716.1_9031_104,,,,
G105_103_104,NP001074489.1_10090_99,,,B412|B634,
G105_103_104,NP922932.2_9606_100,,,B412|B634,
G105_103_104,NP001179945.1_9913_102,,,B412|B634,
G105_103_104,XP025000716.1_9031_104,,,B412|B634,
XP002934253.2_8364_106,XP002934253.2_8364_106,,,,
G107_105_106,NP001074489.1_10090_99,,,B411|B384|B410|B392,
G107_105_106,NP922932.2_9606_100,,,B411|B384|B410|B392|B1861,B919
G107_105_106,NP001179945.1_9913_102,,,B411|B384|B410|B392|B1861,B919
G107_105_106,XP025000716.1_9031_104,,,B411|B384|B410|B392,
G107_105_106,XP002934253.2_8364_106,,,B411|B384|B410|B392|B1861,
XP017213499.1_7955_108,XP017213499.1_7955_108,,,,
G109_107_108,NP001074489.1_10090_99,,,B598|B383|B398|B611|B407,
G109_107_108,NP922932.2_9606_100,,,B598|B383|B398|B407,
G109_107_108,NP001179945.1_9913_102,,,B598|B383|B398|B407,
G109_107_108,XP025000716.1_9031_104,,,B598|B383|B398|B611|B407,
G109_107_108,XP002934253.2_8364_106,,,B598|B383|B1725|B398|B407,
G109_107_108,XP017213499.1_7955_108,,,B598|B383|B398|B611|B407,
NP112219.3_9606_110,NP112219.3_9606_110,P04183_TK1|P16220_CREB1|P20073_ANXA7|P35556_FBN2|P35914_HMGCL|P38936_CDKN1A|P49716_CEBPD|Q16637_SMN1|Q6DN03_H2BC20P|Q96MU7_YTHDC1|Q99447_PCYT2|Q9UHA4_LAMTOR3|Q9Y4K0_LOXL2,,,
XP024849927.1_9913_111,XP024849927.1_9913_111,,,,
G112_110_111,NP112219.3_9606_110,,,,
G112_110_111,XP024849927.1_9913_111,,,,
NP766207.2_10090_113,NP766207.2_10090_113,,,,
G114_112_113,NP112219.3_9606_110,P35555_FBN1,,B671|B676|B683|B673|B702|B674,
G114_112_113,XP024849927.1_9913_111,P35555_FBN1,,B671|B676|B683|B673|B674,
G114_112_113,NP766207.2_10090_113,P35555_FBN1,,B671|B676|B683|B606|B673|B702|B674,
NP001376576.1_9031_115,NP001376576.1_9031_115,,,,
G116_114_115,NP112219.3_9606_110,,,B685,
G116_114_115,XP024849927.1_9913_111,,,B685,
G116_114_115,NP766207.2_10090_113,,,B685,
G116_114_115,NP001376576.1_9031_115,,,B1279|B685,
XP004911053.2_8364_117,XP004911053.2_8364_117,,,,
G118_116_117,NP112219.3_9606_110,,,B680,
G118_116_117,XP024849927.1_9913_111,,,B680,
G118_116_117,NP766207.2_10090_113,,,B680,B606
G118_116_117,NP001376576.1_9031_115,,,B680,
G118_116_117,XP004911053.2_8364_117,,,B882|B1486|B680,
NP001116746.1_7955_119,NP001116746.1_7955_119,,,,
G120_118_119,NP112219.3_9606_110,,,B679|B681|B695,
G120_118_119,XP024849927.1_9913_111,,,B679|B681,
G120_118_119,NP766207.2_10090_113,,,B679|B681|B695,
G120_118_119,NP001376576.1_9031_115,,,B1283|B679|B681|B695,
G120_118_119,XP004911053.2_8364_117,,,B884|B679|B681|B695,
G120_118_119,NP001116746.1_7955_119,,,B679|B681|B695,
G121_109_120,NP001074489.1_10090_99,,,B450|B388|B402|B389|B662|B471|B636|B650|B649|B645|B667|B409|B403|B400,
G121_109_120,NP922932.2_9606_100,,,B450|B388|B402|B389|B662|B471|B1863|B636|B650|B649|B645|B667|B409|B403|B400,
G121_109_120,NP001179945.1_9913_102,,,B450|B388|B402|B389|B662|B471|B1863|B636|B650|B649|B645|B667|B409|B403|B400,
G121_109_120,XP025000716.1_9031_104,,,B1289|B450|B388|B402|B389|B662|B471|B636|B650|B649|B645|B667|B409|B1288|B1697|B403|B400,
G121_109_120,XP002934253.2_8364_106,,,B450|B388|B703|B402|B389|B662|B471|B667|B409|B403|B400,
G121_109_120,XP017213499.1_7955_108,,,B1289|B450|B388|B402|B389|B662|B471|B1863|B650|B667|B1952|B1288|B1697|B403|B400,
G121_109_120,NP112219.3_9606_110,,,B1289|B450|B388|B703|B402|B389|B662|B471|B636|B667|B409|B1288|B1697|B400,
G121_109_120,XP024849927.1_9913_111,,,B450|B388|B402|B389|B662|B471|B409|B400,
G121_109_120,NP766207.2_10090_113,,,B450|B388|B703|B402|B389|B662|B471|B636|B667|B409|B400,
G121_109_120,NP001376576.1_9031_115,,,B450|B388|B402|B389|B662|B471|B636|B650|B649|B645|B667|B409|B403|B400,B1283|B1279
G121_109_120,XP004911053.2_8364_117,,,B450|B388|B402|B389|B662|B471|B1863|B645|B667|B1952|B409|B403|B400,B882|B884
G121_109_120,NP001116746.1_7955_119,,,B450|B388|B402|B662|B471|B636|B650|B649|B645|B667|B409|B403|B400,
XP002127703.2_7719_122,XP002127703.2_7719_122,,,,
G123_121_122,NP001074489.1_10090_99,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,NP922932.2_9606_100,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,NP001179945.1_9913_102,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP025000716.1_9031_104,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP002934253.2_8364_106,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP017213499.1_7955_108,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,NP112219.3_9606_110,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP024849927.1_9913_111,,,B592|B510|B495|B491|B569|B21|B456|B431,
G123_121_122,NP766207.2_10090_113,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,NP001376576.1_9031_115,,,B592|B510|B1283|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP004911053.2_8364_117,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,NP001116746.1_7955_119,,,B592|B510|B495|B491|B569|B668|B21|B456|B431,
G123_121_122,XP002127703.2_7719_122,,,B592|B510|B1283|B495|B491|B569|B668|B21|B456|B431,
NP001352835.1_9606_124,NP001352835.1_9606_124,Q6Y288_B3GLCT,,,
XP024853897.1_9913_125,XP024853897.1_9913_125,,,,
G126_124_125,NP001352835.1_9606_124,,,B2433|B2425|B2424|B2432,
G126_124_125,XP024853897.1_9913_125,,,B2433|B973|B2425|B2424|B2432,
NP001192272.1_10090_127,NP001192272.1_10090_127,,,,
G128_126_127,NP001352835.1_9606_124,P14618_PKM|P52888_THOP1|Q6ZPD9_DPY19L3|Q8N4N3_KLHL36|Q8TCN5_ZNF507|Q92754_TFAP2C|Q99661_KIF2C|Q9GZT8_NIF3L1,,B2223|B2233|B2265|B2253|B2222|B2214|B2268|B2257|B2241|B2240|B2251|B2228|B2254|B2232|B2252,
G128_126_127,XP024853897.1_9913_125,P14618_PKM|P52888_THOP1|Q6ZPD9_DPY19L3|Q8N4N3_KLHL36|Q8TCN5_ZNF507|Q92754_TFAP2C|Q99661_KIF2C|Q9GZT8_NIF3L1,,B2265|B2253|B2214|B2268|B2257|B2241|B2240|B2255|B2251|B2228|B2254|B2252,
G128_126_127,NP001192272.1_10090_127,P14618_PKM|P52888_THOP1|Q6ZPD9_DPY19L3|Q8N4N3_KLHL36|Q8TCN5_ZNF507|Q92754_TFAP2C|Q99661_KIF2C|Q9GZT8_NIF3L1,,B2223|B2233|B2265|B2253|B2222|B2214|B2268|B2257|B2241|B2240|B2255|B2251|B2228|B2254|B2232|B2252,
XP004941721.2_9031_129,XP004941721.2_9031_129,,,,
G130_128_129,NP001352835.1_9606_124,,,B2239|B2264|B2234|B2272,
G130_128_129,XP024853897.1_9913_125,,,B2239|B2264|B2272,
G130_128_129,NP001192272.1_10090_127,,,B2239|B2264|B2234|B2272,
G130_128_129,XP004941721.2_9031_129,,,B2239|B2264|B2234|B2272,
XP004917291.1_8364_131,XP004917291.1_8364_131,,,,
G132_130_131,NP001352835.1_9606_124,,,B1735|B2224|B2260|B2242|B2244|B2221,B2239
G132_130_131,XP024853897.1_9913_125,,,B2260|B2040|B2242|B2244,B2239
G132_130_131,NP001192272.1_10090_127,,,B1735|B2224|B2260|B2242|B2244|B2221,B2239
G132_130_131,XP004941721.2_9031_129,,,B1735|B2224|B2260|B2242|B2355|B2358|B2244|B2221,B2239
G132_130_131,XP004917291.1_8364_131,,,B1735|B2224|B2260|B2242|B2355|B2358|B2244|B2221,
XP005169942.1_7955_133,XP005169942.1_7955_133,,,,
G134_132_133,NP001352835.1_9606_124,,,B2271|B2243|B2220|B2266|B2263|B2230|B592|B1068|B2219|B2245,
G134_132_133,XP024853897.1_9913_125,,,B2271|B2243|B2220|B2428|B2266|B2263|B2230|B592|B1068|B2219|B2245,
G134_132_133,NP001192272.1_10090_127,,,B2271|B2243|B2220|B2266|B2263|B2230|B592|B1068|B2219|B2245|B630,
G134_132_133,XP004941721.2_9031_129,,,B2271|B2243|B2220|B2266|B2263|B2230|B592|B1068|B2363|B2219|B2245|B2365|B630,
G134_132_133,XP004917291.1_8364_131,,,B2271|B2243|B2220|B2266|B2263|B2230|B592|B1068|B2219|B2245|B2365|B630,
G134_132_133,XP005169942.1_7955_133,,,B2271|B2243|B2220|B2428|B2266|B2263|B2230|B592|B1068|B2363|B2219|B2245|B2365|B630,
XP002121111.1_7719_135,XP002121111.1_7719_135,,,,
G136_134_135,NP001352835.1_9606_124,,,B2258|B510|B2259|B2246,
G136_134_135,XP024853897.1_9913_125,,,B2258|B510|B2259|B2246,
G136_134_135,NP001192272.1_10090_127,,,B2258|B510|B2259|B2246,B630
G136_134_135,XP004941721.2_9031_129,,,B510|B2259|B2246,B630
G136_134_135,XP004917291.1_8364_131,,,B510|B2259|B2246,B630
G136_134_135,XP005169942.1_7955_133,,,B510|B2246,B630
G136_134_135,XP002121111.1_7719_135,,,B1955|B2258|B510|B2259|B2246|B781,
G137_123_136,NP001074489.1_10090_99,,,B594,B510|B491|B645|B456
G137_123_136,NP922932.2_9606_100,,,B594,B510|B491|B645|B456
G137_123_136,NP001179945.1_9913_102,,,B594,B510|B491|B645|B456
G137_123_136,XP025000716.1_9031_104,,,B594,B510|B491|B645|B456
G137_123_136,XP002934253.2_8364_106,,,B594,B510|B491|B456
G137_123_136,XP017213499.1_7955_108,,,B594,B510|B491|B456
G137_123_136,NP112219.3_9606_110,,,B594,B510|B491|B456
G137_123_136,XP024849927.1_9913_111,,,B594,B510|B491|B456
G137_123_136,NP766207.2_10090_113,,,B594,B510|B491|B456
G137_123_136,NP001376576.1_9031_115,,,B594,B510|B1283|B491|B645|B456
G137_123_136,XP004911053.2_8364_117,,,B594,B510|B491|B645|B456
G137_123_136,NP001116746.1_7955_119,,,B594,B510|B491|B645|B456
G137_123_136,XP002127703.2_7719_122,,,B594,B510|B1283|B491|B456
G137_123_136,NP001352835.1_9606_124,,,B2247|B2235|B594|B2239|B2175,B510
G137_123_136,XP024853897.1_9913_125,,,B2247|B594|B2239|B2175,B510
G137_123_136,NP001192272.1_10090_127,,,B2247|B2235|B594|B2239|B2175,B510
G137_123_136,XP004941721.2_9031_129,,,B2247|B2235|B594|B2239|B2175,B510
G137_123_136,XP004917291.1_8364_131,,,B2247|B594|B2469|B2175,B510
G137_123_136,XP005169942.1_7955_133,,,B2247|B594|B2239|B2175,B510
G137_123_136,XP002121111.1_7719_135,,,B2247|B2239|B2387,B510
G138_98_137,NP008919.3_9606_0,,,B561,B21
G138_98_137,NP001094550.1_9913_1,,,B561,B21
G138_98_137,NP033751.3_10090_3,,,B561,B21
G138_98_137,XP015154663.2_9031_5,,,B561,B21
G138_98_137,NP001120905.1_8364_7,,,B561,B21
G138_98_137,XP021331598.1_7955_9,,,B561,B21
G138_98_137,NP005090.3_9606_11,,,B561,
G138_98_137,NP858053.1_9913_12,,,B561,
G138_98_137,NP766433.2_10090_14,,,B561,
G138_98_137,XP015135540.3_9031_16,,,B561,
G138_98_137,XP004919795.1_8364_18,,,B561,
G138_98_137,NP038934.2_10090_21,,,B561,B21
G138_98_137,NP008968.4_9606_22,,,B561,B21
G138_98_137,NP001179254.1_9913_24,,,B561,B21
G138_98_137,XP015153616.2_9031_26,,,B561,
G138_98_137,XP002940685.2_8364_28,,,B561,
G138_98_137,XP021328605.1_7955_30,,,B561,B21
G138_98_137,XP001341878.1_7955_31,,,B561,B21
G138_98_137,XP698107.4_7955_33,,,B561,B21
G138_98_137,XP021332165.1_7955_34,,,B561,B21
G138_98_137,NP001019310.1_10090_39,,,B561,B21
G138_98_137,NP620686.1_9606_40,,,B561,B21
G138_98_137,NP001179319.1_9913_42,,,B561,B21
G138_98_137,XP417874.2_9031_44,,,B561,B21
G138_98_137,XP012822382.1_8364_46,,,B561,B21
G138_98_137,XP021328606.1_7955_48,,,B561,B21
G138_98_137,XP001341935.2_7955_49,,,B561,B21
G138_98_137,NP001119901.1_7955_51,,,B561,B21
G138_98_137,NP035912.2_10090_55,,,B561,
G138_98_137,NP008969.2_9606_56,,,B561,
G138_98_137,NP001159987.1_9913_58,,,B561,
G138_98_137,XP425541.6_9031_60,,,B561,
G138_98_137,XP002935740.1_8364_62,,,B561,
G138_98_137,NP001289160.1_7955_64,,,B561,
G138_98_137,XP002121984.1_7719_67,,,B561,
G138_98_137,NP780523.3_10090_69,,,B561,B21
G138_98_137,NP891550.1_9606_70,,,B561,B21
G138_98_137,NP001193502.1_9913_72,,,B561,B21
G138_98_137,XP004944721.3_9031_74,,,B561,B21
G138_98_137,NP001361725.1_8364_76,,,B561,B21
G138_98_137,NP001244125.1_7955_78,,,B561,B21
G138_98_137,XP011537056.1_9606_80,,,B561,B21
G138_98_137,NP001193022.1_9913_81,,,B561,B21
G138_98_137,XP006520926.1_10090_83,,,B561,B21
G138_98_137,XP015137930.2_9031_85,,,B561,B21
G138_98_137,XP002932868.3_8364_87,,,B561,B21
G138_98_137,XP017210006.1_7955_89,,,B561,
G138_98_137,XP026694849.1_7719_92,,,B561,B21
G138_98_137,NP001255448.1_6239_94,,,B561,
G138_98_137,NP996218.1_7227_97,,,B561,
G138_98_137,NP001074489.1_10090_99,,,B561,B21
G138_98_137,NP922932.2_9606_100,,,B561,B21
G138_98_137,NP001179945.1_9913_102,,,B561,B21
G138_98_137,XP025000716.1_9031_104,,,B561,B21
G138_98_137,XP002934253.2_8364_106,,,B561,B21
G138_98_137,XP017213499.1_7955_108,,,B561,B21
G138_98_137,NP112219.3_9606_110,,,B561,B21
G138_98_137,XP024849927.1_9913_111,,,B561,B21
G138_98_137,NP766207.2_10090_113,,,B561,B21
G138_98_137,NP001376576.1_9031_115,,,B561,B21
G138_98_137,XP004911053.2_8364_117,,,B561,B21
G138_98_137,NP001116746.1_7955_119,,,B561,B21
G138_98_137,XP002127703.2_7719_122,,,B561,B21
G138_98_137,NP001352835.1_9606_124,,,B561,
G138_98_137,XP024853897.1_9913_125,,,B561,
G138_98_137,NP001192272.1_10090_127,,,B561,
G138_98_137,XP004941721.2_9031_129,,,B561,
G138_98_137,XP004917291.1_8364_131,,,B561,
G138_98_137,XP005169942.1_7955_133,,,B561,
G138_98_137,XP002121111.1_7719_135,,,B561,
NP780710.2_10090_139,NP780710.2_10090_139,,B4DJ51_HELS72|O14594_NCAN|O95302_FKBP9|P0DP24_CALM2|P22415_USF1|P35813_PPM1A|P50222_MEOX2|P60660_MYL6|Q02447_SP3|Q15853_USF2|Q7L099_RUFY3|Q8IWV7_UBR1|Q9NRH2_SNRK,,
XP016865394.1_9606_140,XP016865394.1_9606_140,P98095_FBLN2,,,
G141_139_140,NP780710.2_10090_139,B4DJ51_HELS72|O95302_FKBP9|P0DP24_CALM2|P22415_USF1|P35813_PPM1A|P50222_MEOX2|P60660_MYL6|Q02447_SP3|Q15853_USF2|Q7L099_RUFY3|Q8IWV7_UBR1|Q9NRH2_SNRK,,B1318,
G141_139_140,XP016865394.1_9606_140,B4DJ51_HELS72|O95302_FKBP9|P0DP24_CALM2|P22415_USF1|P35813_PPM1A|P50222_MEOX2|P60660_MYL6|Q02447_SP3|Q15853_USF2|Q7L099_RUFY3|Q8IWV7_UBR1|Q9NRH2_SNRK,,B1318,
NP001179538.1_9913_142,NP001179538.1_9913_142,,O14594_NCAN,,
G143_141_142,NP780710.2_10090_139,O14594_NCAN,,B1298|B1262|B1249|B1320|B1296|B1287|B1290|B1286|B1299|B1253|B1300|B1260|B1291|B1325|B1336|B1245|B1297,
G143_141_142,XP016865394.1_9606_140,O14594_NCAN,,B1262|B687|B1249|B1320|B1253|B1260|B1325|B1336|B1245,
